,ID,Hemi,Label,Network,regions,x,y,z,colors
327,328,R,RH_Limbic_TempPole_4,Limbic,cortex,40,-14,-32,#F6EFD1
328,329,R,RH_Limbic_TempPole_5,Limbic,cortex,28,12,-30,#F6EFD1
329,330,R,RH_Limbic_TempPole_6,Limbic,cortex,50,-28,-26,#F6EFD1
330,331,R,RH_Limbic_TempPole_7,Limbic,cortex,22,-18,-28,#F6EFD1
331,332,R,RH_Cont_Par_1,Control,cortex,54,-52,44,#FDB841
332,333,R,RH_Cont_Par_2,Control,cortex,56,-40,48,#FDB841
333,334,R,RH_Cont_Par_3,Control,cortex,36,-70,46,#FDB841
334,335,R,RH_Cont_Par_4,Control,cortex,54,-32,52,#FDB841
335,336,R,RH_Cont_Par_5,Control,cortex,46,-44,46,#FDB841
336,337,R,RH_Cont_Par_6,Control,cortex,42,-56,48,#FDB841
337,338,R,RH_Cont_Temp_1,Control,cortex,62,-28,-20,#FDB841
338,339,R,RH_Cont_Temp_2,Control,cortex,64,-42,-10,#FDB841
339,340,R,RH_Cont_PFCv_1,Control,cortex,34,22,-8,#FDB841
340,341,R,RH_Cont_PFCl_1,Control,cortex,28,54,-14,#FDB841
341,342,R,RH_Cont_PFCl_2,Control,cortex,42,50,-6,#FDB841
342,343,R,RH_Cont_PFCl_3,Control,cortex,28,60,2,#FDB841
343,344,R,RH_Cont_PFCl_4,Control,cortex,50,40,6,#FDB841
344,345,R,RH_Cont_PFCl_5,Control,cortex,42,46,14,#FDB841
345,346,R,RH_Cont_PFCl_6,Control,cortex,50,30,18,#FDB841
346,347,R,RH_Cont_PFCl_7,Control,cortex,48,18,24,#FDB841
347,348,R,RH_Cont_PFCl_8,Control,cortex,26,54,24,#FDB841
348,349,R,RH_Cont_PFCl_9,Control,cortex,48,28,28,#FDB841
349,350,R,RH_Cont_PFCl_10,Control,cortex,38,10,34,#FDB841
350,351,R,RH_Cont_PFCl_11,Control,cortex,38,34,38,#FDB841
351,352,R,RH_Cont_PFCl_12,Control,cortex,44,18,44,#FDB841
352,353,R,RH_Cont_PFCl_13,Control,cortex,42,6,50,#FDB841
353,354,R,RH_Cont_PFCl_14,Control,cortex,34,16,56,#FDB841
354,355,R,RH_Cont_PFCl_15,Control,cortex,24,10,58,#FDB841
355,356,R,RH_Cont_pCun_1,Control,cortex,14,-72,40,#FDB841
356,357,R,RH_Cont_pCun_2,Control,cortex,6,-64,44,#FDB841
357,358,R,RH_Cont_Cing_1,Control,cortex,6,-28,28,#FDB841
358,359,R,RH_Cont_Cing_2,Control,cortex,4,2,30,#FDB841
359,360,R,RH_Cont_PFCmp_1,Control,cortex,8,34,24,#FDB841
360,361,R,RH_Cont_PFCmp_2,Control,cortex,4,28,48,#FDB841
361,362,R,RH_Default_Par_1,Default Mode,cortex,54,-46,20,#D77C7C
362,363,R,RH_Default_Par_2,Default Mode,cortex,48,-64,22,#D77C7C
363,364,R,RH_Default_Par_3,Default Mode,cortex,54,-54,26,#D77C7C
364,365,R,RH_Default_Par_4,Default Mode,cortex,56,-46,32,#D77C7C
365,366,R,RH_Default_Par_5,Default Mode,cortex,48,-64,42,#D77C7C
366,367,R,RH_Default_Temp_1,Default Mode,cortex,50,8,-32,#D77C7C
367,368,R,RH_Default_Temp_2,Default Mode,cortex,60,-8,-24,#D77C7C
368,369,R,RH_Default_Temp_3,Default Mode,cortex,48,16,-20,#D77C7C
369,370,R,RH_Default_Temp_4,Default Mode,cortex,54,-4,-14,#D77C7C
370,371,R,RH_Default_Temp_5,Default Mode,cortex,64,-24,-8,#D77C7C
371,372,R,RH_Default_Temp_6,Default Mode,cortex,48,-20,-8,#D77C7C
372,373,R,RH_Default_Temp_7,Default Mode,cortex,64,-38,0,#D77C7C
373,374,R,RH_Default_Temp_8,Default Mode,cortex,50,-34,2,#D77C7C
374,375,R,RH_Default_PFCv_1,Default Mode,cortex,34,22,-18,#D77C7C
375,376,R,RH_Default_PFCv_2,Default Mode,cortex,36,38,-14,#D77C7C
376,377,R,RH_Default_PFCv_3,Default Mode,cortex,48,32,-8,#D77C7C
377,378,R,RH_Default_PFCv_4,Default Mode,cortex,54,24,6,#D77C7C
378,379,R,RH_Default_PFCdPFCm_1,Default Mode,cortex,6,42,-10,#D77C7C
379,380,R,RH_Default_PFCdPFCm_2,Default Mode,cortex,10,66,0,#D77C7C
380,381,R,RH_Default_PFCdPFCm_3,Default Mode,cortex,8,42,4,#D77C7C
381,382,R,RH_Default_PFCdPFCm_4,Default Mode,cortex,8,54,12,#D77C7C
382,383,R,RH_Default_PFCdPFCm_5,Default Mode,cortex,18,64,16,#D77C7C
383,384,R,RH_Default_PFCdPFCm_6,Default Mode,cortex,6,26,18,#D77C7C
384,385,R,RH_Default_PFCdPFCm_7,Default Mode,cortex,6,58,30,#D77C7C
385,386,R,RH_Default_PFCdPFCm_8,Default Mode,cortex,16,52,36,#D77C7C
386,387,R,RH_Default_PFCdPFCm_9,Default Mode,cortex,4,44,40,#D77C7C
387,388,R,RH_Default_PFCdPFCm_10,Default Mode,cortex,26,34,38,#D77C7C
388,389,R,RH_Default_PFCdPFCm_11,Default Mode,cortex,14,38,52,#D77C7C
389,390,R,RH_Default_PFCdPFCm_12,Default Mode,cortex,24,26,50,#D77C7C
390,391,R,RH_Default_PFCdPFCm_13,Default Mode,cortex,12,20,62,#D77C7C
391,392,R,RH_Default_pCunPCC_1,Default Mode,cortex,12,-56,16,#D77C7C
392,393,R,RH_Default_pCunPCC_2,Default Mode,cortex,8,-44,20,#D77C7C
393,394,R,RH_Default_pCunPCC_3,Default Mode,cortex,16,-64,28,#D77C7C
394,395,R,RH_Default_pCunPCC_4,Default Mode,cortex,6,-52,24,#D77C7C
395,396,R,RH_Default_pCunPCC_5,Default Mode,cortex,4,-64,32,#D77C7C
396,397,R,RH_Default_pCunPCC_6,Default Mode,cortex,6,-38,34,#D77C7C
397,398,R,RH_Default_pCunPCC_7,Default Mode,cortex,4,-20,36,#D77C7C
398,399,R,RH_Default_pCunPCC_8,Default Mode,cortex,10,-52,36,#D77C7C
399,400,R,RH_Default_pCunPCC_9,Default Mode,cortex,8,-50,44,#D77C7C
400,401,NA,L_Accumbens,Subcortex,sctx,-9,12,-6,#6BD3FF
401,402,NA,L_Amygdala,Subcortex,sctx,-23,-5,-20,#6BD3FF
402,403,NA,L_Caudate,Subcortex,sctx,-13,6,11,#6BD3FF
403,404,NA,L_Hippocampus,Subcortex,sctx,-25,-23,-14,#6BD3FF
404,405,NA,L_Pallidum,Subcortex,sctx,-20,-5,-1,#6BD3FF
405,406,NA,L_Putamen,Subcortex,sctx,-26,0,0,#6BD3FF
406,407,NA,L_Thalamus,Subcortex,sctx,-11,-19,6,#6BD3FF
407,408,NA,R_Accumbens,Subcortex,sctx,10,12,-7,#6BD3FF
408,409,NA,R_Amygdala,Subcortex,sctx,24,-4,-20,#6BD3FF
409,410,NA,R_Caudate,Subcortex,sctx,14,9,10,#6BD3FF
410,411,NA,R_Hippocampus,Subcortex,sctx,27,-21,-14,#6BD3FF
411,412,NA,R_Pallidum,Subcortex,sctx,21,-4,-1,#6BD3FF
412,413,NA,R_Putamen,Subcortex,sctx,26,3,-1,#6BD3FF
413,414,NA,R_Thalamus,Subcortex,sctx,12,-18,7,#6BD3FF
414,415,NA,Cereb_Visual,Visual,cereb,0,0,0,#A76CD4
415,416,NA,Cereb_Somatomotor,SomMot,cereb,0,0,0,#6C92D4
416,417,NA,Cereb_Dorsal Attention,DorsAttn,cereb,0,0,0,#3C9F4D
417,418,NA,Cereb_Ventral Attention,VentAttn,cereb,0,0,0,#E586E5
418,419,NA,Cereb_Limbic,Limbic,cereb,0,0,0,#F6EFD1
419,420,NA,Cereb_Fronto-Parietal,Control,cereb,0,0,0,#FDB841
420,421,NA,Cereb_Default-Mode,Default Mode,cereb,0,0,0,#D77C7C
421,422,NA,Community1,Subcortex,midbrain,0,0,0,#8a8a8a
422,423,NA,Community2,Subcortex,midbrain,0,0,0,#8a8a8a
423,424,NA,Community3,Subcortex,midbrain,0,0,0,#8a8a8a
424,425,NA,Community4,Subcortex,midbrain,0,0,0,#8a8a8a
425,426,NA,Community5,Subcortex,midbrain,0,0,0,#8a8a8a
426,427,NA,Diencephalic,Subcortex,midbrain,0,0,0,#8a8a8a
